review_title,review_text,rating,noise_removed,numbers_removed,lowercased,stopwords_removed,stemmed,lemmatized,cleaned_review
"Beautiful film, but so preachy","Margot does the best with what she's given, but this film was very disappointing to me. It was marketed as a fun, quirky satire with homages to other movies. It started that way, but ended with over-dramatized speeches and an ending that clearly tried to make the audience feel something, but left everyone just feeling confused. And before you say I'm a crotchety old man, I'm a woman in my 20s, so I'm pretty sure I'm this movie's target audience. The saddest part is there were parents with their kids in the theater that were victims of the poor marketing, because this is not a kid's movie. Overall, the humor was fun on occasion and the film is beautiful to look at, but the whole concept falls apart in the second half of the film and becomes a pity party for the ""strong"" woman.",6,Margot does the best with what shes given but this film was very disappointing to me It was marketed as a fun quirky satire with homages to other movies It started that way but ended with overdramatized speeches and an ending that clearly tried to make the audience feel something but left everyone just feeling confused And before you say Im a crotchety old man Im a woman in my 20s so Im pretty sure Im this movies target audience The saddest part is there were parents with their kids in the theater that were victims of the poor marketing because this is not a kids movie Overall the humor was fun on occasion and the film is beautiful to look at but the whole concept falls apart in the second half of the film and becomes a pity party for the strong woman,Margot does the best with what shes given but this film was very disappointing to me It was marketed as a fun quirky satire with homages to other movies It started that way but ended with overdramatized speeches and an ending that clearly tried to make the audience feel something but left everyone just feeling confused And before you say Im a crotchety old man Im a woman in my s so Im pretty sure Im this movies target audience The saddest part is there were parents with their kids in the theater that were victims of the poor marketing because this is not a kids movie Overall the humor was fun on occasion and the film is beautiful to look at but the whole concept falls apart in the second half of the film and becomes a pity party for the strong woman,margot does the best with what shes given but this film was very disappointing to me it was marketed as a fun quirky satire with homages to other movies it started that way but ended with overdramatized speeches and an ending that clearly tried to make the audience feel something but left everyone just feeling confused and before you say im a crotchety old man im a woman in my s so im pretty sure im this movies target audience the saddest part is there were parents with their kids in the theater that were victims of the poor marketing because this is not a kids movie overall the humor was fun on occasion and the film is beautiful to look at but the whole concept falls apart in the second half of the film and becomes a pity party for the strong woman,margot best shes given film disappointing marketed fun quirky satire homages movies started way ended overdramatized speeches ending clearly tried make audience feel something left everyone feeling confused say im crotchety old man im woman im pretty sure im movies target audience saddest part parents kids theater victims poor marketing kids movie overall humor fun occasion film beautiful look whole concept falls apart second half film becomes pity party strong woman,margot best she given film disappoint market fun quirki satir homag movi start way end overdramat speech end clearli tri make audienc feel someth left everyon feel confus say im crotcheti old man im woman im pretti sure im movi target audienc saddest part parent kid theater victim poor market kid movi overal humor fun occas film beauti look whole concept fall apart second half film becom piti parti strong woman,margot best she given film disappoint market fun quirki satir homag movi start way end overdramat speech end clearli tri make audienc feel someth left everyon feel confus say im crotcheti old man im woman im pretti sure im movi target audienc saddest part parent kid theater victim poor market kid movi overal humor fun occas film beauti look whole concept fall apart second half film becom piti parti strong woman,margot best she given film disappoint market fun quirki satir homag movi start way end overdramat speech end clearli tri make audienc feel someth left everyon feel confus say im crotcheti old man im woman im pretti sure im movi target audienc saddest part parent kid theater victim poor market kid movi overal humor fun occas film beauti look whole concept fall apart second half film becom piti parti strong woman
A Hot Pink Mess,"Before making Barbie (2023), Greta Gerwig single-handedly directed two films: Lady Bird (2017) and Little Women (2019). Both were about girls on the precipice of adolescence, both had nuanced and layered portrayals of mother-daughter relationships, both combined imaginative visuals with clever dialogue. Both were very, very good. Given those credentials, one may expect Barbie to be as intelligent, convincing and amusing a picture - and, well, it isn't.The fantasy comedy begins in Barbie Land, a place where Barbie (played by Margot Robbie) is having the best day every day, in the company of other Barbies and, occasionally, Kens. The designs, costumes, and cinematography do an excellent job re-creating the Mattel vision in its pink plastic perfection. The introduction is referential but not overtly reliant on what is external to the film; it is smartly self-aware and presents a world where Barbie can be anything - a President, a Physicist, a Journalist, a Lawyer, or a Mermaid. Much like with the original toys, Ken (Ryan Gosling) comes as an afterthought and 'only exists within the warmth of Barbie's gaze'.The plot is set in motion when Barbie begins having thoughts about death and, normally suspended in the state of standing on the balls of her feet, she feels her heels hit the ground. What follows is The Wizard of Oz (1939) journey in reverse (the parallel is explicit) and, ultimately, a Pinocchio storyline of the doll in the Real World.If Barbie was fully dedicated to that conceit - as promised by the trailer - it could be an interesting exploration in the way of The Truman Show (1998) or Stranger Than Fiction (2006). Instead, the film chooses to introduce a handful of conflicts, threats, and plot-lines that are never fully realised. What is the nature of the connection between a Barbie and the girl who plays with the doll in the Real World? What would happen if Barbie were put back in the box? Why is Gloria (America Ferrera), the receptionist at the Mattel headquarters and, later, Barbie's Real-World companion, depressed - and how is that eventually resolved? Why is Gloria's daughter Sasha (Ariana Greenblatt) cross with her mother? Why does the board of Mattel spend one third of the film hiding in the bushes? Most importantly, the crux of the third-act conflict - set in Barbie Land now renamed 'Kendom' - contradicts what had been previously established about that world and its inhabitants.Towards the finale, the production evolves into explicit commentary on gender roles. One side is presented as clueless and attention-seeking, while the other is manipulative and vengeful. The film repeatedly takes offence with 'mansplaining', yet behaves in a blithely patronising manner towards the viewer. Much of what is declared is not supported by what has been shown, and the picture relies on the presumed prior experience of the audience, rather than on storytelling. While the denouement includes one of the film's highlights, the musical number 'I'm Just Ken', the ending does not resolve (or acknowledge) much, and the final scene is reductive to the point of being offensive.Barbie is very easy on the eye, and the acting ranges from competent to inspired, with praiseworthy performances by the leading actors. Margot Robbie is pitch-perfect as Barbie, and Ryan Gosling shines as her counterpart, often stealing the show. Situational comedy and slapstick mostly land, while some of the bon mots are funny, yet hardly plausible when spoken by the characters.If only this were better written. If only the joyride in the pink convertible did not leave you with blond hair in your mouth.",6,Before making Barbie 2023 Greta Gerwig singlehandedly directed two films Lady Bird 2017 and Little Women 2019 Both were about girls on the precipice of adolescence both had nuanced and layered portrayals of motherdaughter relationships both combined imaginative visuals with clever dialogue Both were very very good Given those credentials one may expect Barbie to be as intelligent convincing and amusing a picture  and well it isntThe fantasy comedy begins in Barbie Land a place where Barbie played by Margot Robbie is having the best day every day in the company of other Barbies and occasionally Kens The designs costumes and cinematography do an excellent job recreating the Mattel vision in its pink plastic perfection The introduction is referential but not overtly reliant on what is external to the film it is smartly selfaware and presents a world where Barbie can be anything  a President a Physicist a Journalist a Lawyer or a Mermaid Much like with the original toys Ken Ryan Gosling comes as an afterthought and only exists within the warmth of Barbies gazeThe plot is set in motion when Barbie begins having thoughts about death and normally suspended in the state of standing on the balls of her feet she feels her heels hit the ground What follows is The Wizard of Oz 1939 journey in reverse the parallel is explicit and ultimately a Pinocchio storyline of the doll in the Real WorldIf Barbie was fully dedicated to that conceit  as promised by the trailer  it could be an interesting exploration in the way of The Truman Show 1998 or Stranger Than Fiction 2006 Instead the film chooses to introduce a handful of conflicts threats and plotlines that are never fully realised What is the nature of the connection between a Barbie and the girl who plays with the doll in the Real World What would happen if Barbie were put back in the box Why is Gloria America Ferrera the receptionist at the Mattel headquarters and later Barbies RealWorld companion depressed  and how is that eventually resolved Why is Glorias daughter Sasha Ariana Greenblatt cross with her mother Why does the board of Mattel spend one third of the film hiding in the bushes Most importantly the crux of the thirdact conflict  set in Barbie Land now renamed Kendom  contradicts what had been previously established about that world and its inhabitantsTowards the finale the production evolves into explicit commentary on gender roles One side is presented as clueless and attentionseeking while the other is manipulative and vengeful The film repeatedly takes offence with mansplaining yet behaves in a blithely patronising manner towards the viewer Much of what is declared is not supported by what has been shown and the picture relies on the presumed prior experience of the audience rather than on storytelling While the denouement includes one of the films highlights the musical number Im Just Ken the ending does not resolve or acknowledge much and the final scene is reductive to the point of being offensiveBarbie is very easy on the eye and the acting ranges from competent to inspired with praiseworthy performances by the leading actors Margot Robbie is pitchperfect as Barbie and Ryan Gosling shines as her counterpart often stealing the show Situational comedy and slapstick mostly land while some of the bon mots are funny yet hardly plausible when spoken by the charactersIf only this were better written If only the joyride in the pink convertible did not leave you with blond hair in your mouth,Before making Barbie  Greta Gerwig singlehandedly directed two films Lady Bird  and Little Women  Both were about girls on the precipice of adolescence both had nuanced and layered portrayals of motherdaughter relationships both combined imaginative visuals with clever dialogue Both were very very good Given those credentials one may expect Barbie to be as intelligent convincing and amusing a picture  and well it isntThe fantasy comedy begins in Barbie Land a place where Barbie played by Margot Robbie is having the best day every day in the company of other Barbies and occasionally Kens The designs costumes and cinematography do an excellent job recreating the Mattel vision in its pink plastic perfection The introduction is referential but not overtly reliant on what is external to the film it is smartly selfaware and presents a world where Barbie can be anything  a President a Physicist a Journalist a Lawyer or a Mermaid Much like with the original toys Ken Ryan Gosling comes as an afterthought and only exists within the warmth of Barbies gazeThe plot is set in motion when Barbie begins having thoughts about death and normally suspended in the state of standing on the balls of her feet she feels her heels hit the ground What follows is The Wizard of Oz  journey in reverse the parallel is explicit and ultimately a Pinocchio storyline of the doll in the Real WorldIf Barbie was fully dedicated to that conceit  as promised by the trailer  it could be an interesting exploration in the way of The Truman Show  or Stranger Than Fiction  Instead the film chooses to introduce a handful of conflicts threats and plotlines that are never fully realised What is the nature of the connection between a Barbie and the girl who plays with the doll in the Real World What would happen if Barbie were put back in the box Why is Gloria America Ferrera the receptionist at the Mattel headquarters and later Barbies RealWorld companion depressed  and how is that eventually resolved Why is Glorias daughter Sasha Ariana Greenblatt cross with her mother Why does the board of Mattel spend one third of the film hiding in the bushes Most importantly the crux of the thirdact conflict  set in Barbie Land now renamed Kendom  contradicts what had been previously established about that world and its inhabitantsTowards the finale the production evolves into explicit commentary on gender roles One side is presented as clueless and attentionseeking while the other is manipulative and vengeful The film repeatedly takes offence with mansplaining yet behaves in a blithely patronising manner towards the viewer Much of what is declared is not supported by what has been shown and the picture relies on the presumed prior experience of the audience rather than on storytelling While the denouement includes one of the films highlights the musical number Im Just Ken the ending does not resolve or acknowledge much and the final scene is reductive to the point of being offensiveBarbie is very easy on the eye and the acting ranges from competent to inspired with praiseworthy performances by the leading actors Margot Robbie is pitchperfect as Barbie and Ryan Gosling shines as her counterpart often stealing the show Situational comedy and slapstick mostly land while some of the bon mots are funny yet hardly plausible when spoken by the charactersIf only this were better written If only the joyride in the pink convertible did not leave you with blond hair in your mouth,before making barbie  greta gerwig singlehandedly directed two films lady bird  and little women  both were about girls on the precipice of adolescence both had nuanced and layered portrayals of motherdaughter relationships both combined imaginative visuals with clever dialogue both were very very good given those credentials one may expect barbie to be as intelligent convincing and amusing a picture  and well it isntthe fantasy comedy begins in barbie land a place where barbie played by margot robbie is having the best day every day in the company of other barbies and occasionally kens the designs costumes and cinematography do an excellent job recreating the mattel vision in its pink plastic perfection the introduction is referential but not overtly reliant on what is external to the film it is smartly selfaware and presents a world where barbie can be anything  a president a physicist a journalist a lawyer or a mermaid much like with the original toys ken ryan gosling comes as an afterthought and only exists within the warmth of barbies gazethe plot is set in motion when barbie begins having thoughts about death and normally suspended in the state of standing on the balls of her feet she feels her heels hit the ground what follows is the wizard of oz  journey in reverse the parallel is explicit and ultimately a pinocchio storyline of the doll in the real worldif barbie was fully dedicated to that conceit  as promised by the trailer  it could be an interesting exploration in the way of the truman show  or stranger than fiction  instead the film chooses to introduce a handful of conflicts threats and plotlines that are never fully realised what is the nature of the connection between a barbie and the girl who plays with the doll in the real world what would happen if barbie were put back in the box why is gloria america ferrera the receptionist at the mattel headquarters and later barbies realworld companion depressed  and how is that eventually resolved why is glorias daughter sasha ariana greenblatt cross with her mother why does the board of mattel spend one third of the film hiding in the bushes most importantly the crux of the thirdact conflict  set in barbie land now renamed kendom  contradicts what had been previously established about that world and its inhabitantstowards the finale the production evolves into explicit commentary on gender roles one side is presented as clueless and attentionseeking while the other is manipulative and vengeful the film repeatedly takes offence with mansplaining yet behaves in a blithely patronising manner towards the viewer much of what is declared is not supported by what has been shown and the picture relies on the presumed prior experience of the audience rather than on storytelling while the denouement includes one of the films highlights the musical number im just ken the ending does not resolve or acknowledge much and the final scene is reductive to the point of being offensivebarbie is very easy on the eye and the acting ranges from competent to inspired with praiseworthy performances by the leading actors margot robbie is pitchperfect as barbie and ryan gosling shines as her counterpart often stealing the show situational comedy and slapstick mostly land while some of the bon mots are funny yet hardly plausible when spoken by the charactersif only this were better written if only the joyride in the pink convertible did not leave you with blond hair in your mouth,making barbie greta gerwig singlehandedly directed two films lady bird little women girls precipice adolescence nuanced layered portrayals motherdaughter relationships combined imaginative visuals clever dialogue good given credentials one may expect barbie intelligent convincing amusing picture well isntthe fantasy comedy begins barbie land place barbie played margot robbie best day every day company barbies occasionally kens designs costumes cinematography excellent job recreating mattel vision pink plastic perfection introduction referential overtly reliant external film smartly selfaware presents world barbie anything president physicist journalist lawyer mermaid much like original toys ken ryan gosling comes afterthought exists within warmth barbies gazethe plot set motion barbie begins thoughts death normally suspended state standing balls feet feels heels hit ground follows wizard oz journey reverse parallel explicit ultimately pinocchio storyline doll real worldif barbie fully dedicated conceit promised trailer could interesting exploration way truman show stranger fiction instead film chooses introduce handful conflicts threats plotlines never fully realised nature connection barbie girl plays doll real world would happen barbie put back box gloria america ferrera receptionist mattel headquarters later barbies realworld companion depressed eventually resolved glorias daughter sasha ariana greenblatt cross mother board mattel spend one third film hiding bushes importantly crux thirdact conflict set barbie land renamed kendom contradicts previously established world inhabitantstowards finale production evolves explicit commentary gender roles one side presented clueless attentionseeking manipulative vengeful film repeatedly takes offence mansplaining yet behaves blithely patronising manner towards viewer much declared supported shown picture relies presumed prior experience audience rather storytelling denouement includes one films highlights musical number im ken ending resolve acknowledge much final scene reductive point offensivebarbie easy eye acting ranges competent inspired praiseworthy performances leading actors margot robbie pitchperfect barbie ryan gosling shines counterpart often stealing show situational comedy slapstick mostly land bon mots funny yet hardly plausible spoken charactersif better written joyride pink convertible leave blond hair mouth,make barbi greta gerwig singlehandedli direct two film ladi bird littl women girl precipic adolesc nuanc layer portray motherdaught relationship combin imagin visual clever dialogu good given credenti one may expect barbi intellig convinc amus pictur well isntth fantasi comedi begin barbi land place barbi play margot robbi best day everi day compani barbi occasion ken design costum cinematographi excel job recreat mattel vision pink plastic perfect introduct referenti overtli reliant extern film smartli selfawar present world barbi anyth presid physicist journalist lawyer mermaid much like origin toy ken ryan gosl come afterthought exist within warmth barbi gazeth plot set motion barbi begin thought death normal suspend state stand ball feet feel heel hit ground follow wizard oz journey revers parallel explicit ultim pinocchio storylin doll real worldif barbi fulli dedic conceit promis trailer could interest explor way truman show stranger fiction instead film choos introduc hand conflict threat plotlin never fulli realis natur connect barbi girl play doll real world would happen barbi put back box gloria america ferrera receptionist mattel headquart later barbi realworld companion depress eventu resolv gloria daughter sasha ariana greenblatt cross mother board mattel spend one third film hide bush importantli crux thirdact conflict set barbi land renam kendom contradict previous establish world inhabitantstoward final product evolv explicit commentari gender role one side present clueless attentionseek manipul veng film repeatedli take offenc mansplain yet behav blith patronis manner toward viewer much declar support shown pictur reli presum prior experi audienc rather storytel denouement includ one film highlight music number im ken end resolv acknowledg much final scene reduct point offensivebarbi easi eye act rang compet inspir praiseworthi perform lead actor margot robbi pitchperfect barbi ryan gosl shine counterpart often steal show situat comedi slapstick mostli land bon mot funni yet hardli plausibl spoken charactersif better written joyrid pink convert leav blond hair mouth,make barbi greta gerwig singlehandedli direct two film ladi bird littl woman girl precipic adolesc nuanc layer portray motherdaught relationship combin imagin visual clever dialogu good given credenti one may expect barbi intellig convinc amus pictur well isntth fantasi comedi begin barbi land place barbi play margot robbi best day everi day compani barbi occasion ken design costum cinematographi excel job recreat mattel vision pink plastic perfect introduct referenti overtli reliant extern film smartli selfawar present world barbi anyth presid physicist journalist lawyer mermaid much like origin toy ken ryan gosl come afterthought exist within warmth barbi gazeth plot set motion barbi begin thought death normal suspend state stand ball foot feel heel hit ground follow wizard oz journey revers parallel explicit ultim pinocchio storylin doll real worldif barbi fulli dedic conceit promis trailer could interest explor way truman show stranger fiction instead film choos introduc hand conflict threat plotlin never fulli realis natur connect barbi girl play doll real world would happen barbi put back box gloria america ferrera receptionist mattel headquart later barbi realworld companion depress eventu resolv gloria daughter sasha ariana greenblatt cross mother board mattel spend one third film hide bush importantli crux thirdact conflict set barbi land renam kendom contradict previous establish world inhabitantstoward final product evolv explicit commentari gender role one side present clueless attentionseek manipul veng film repeatedli take offenc mansplain yet behav blith patronis manner toward viewer much declar support shown pictur reli presum prior experi audienc rather storytel denouement includ one film highlight music number im ken end resolv acknowledg much final scene reduct point offensivebarbi easi eye act rang compet inspir praiseworthi perform lead actor margot robbi pitchperfect barbi ryan gosl shine counterpart often steal show situat comedi slapstick mostli land bon mot funni yet hardli plausibl spoken charactersif better written joyrid pink convert leav blond hair mouth,make barbi greta gerwig singlehandedli direct two film ladi bird littl woman girl precipic adolesc nuanc layer portray motherdaught relationship combin imagin visual clever dialogu good given credenti one may expect barbi intellig convinc amus pictur well isntth fantasi comedi begin barbi land place barbi play margot robbi best day everi day compani barbi occasion ken design costum cinematographi excel job recreat mattel vision pink plastic perfect introduct referenti overtli reliant extern film smartli selfawar present world barbi anyth presid physicist journalist lawyer mermaid much like origin toy ken ryan gosl come afterthought exist within warmth barbi gazeth plot set motion barbi begin thought death normal suspend state stand ball foot feel heel hit ground follow wizard oz journey revers parallel explicit ultim pinocchio storylin doll real worldif barbi fulli dedic conceit promis trailer could interest explor way truman show stranger fiction instead film choos introduc hand conflict threat plotlin never fulli realis natur connect barbi girl play doll real world would happen barbi put back box gloria america ferrera receptionist mattel headquart later barbi realworld companion depress eventu resolv gloria daughter sasha ariana greenblatt cross mother board mattel spend one third film hide bush importantli crux thirdact conflict set barbi land renam kendom contradict previous establish world inhabitantstoward final product evolv explicit commentari gender role one side present clueless attentionseek manipul veng film repeatedli take offenc mansplain yet behav blith patronis manner toward viewer much declar support shown pictur reli presum prior experi audienc rather storytel denouement includ one film highlight music number im ken end resolv acknowledg much final scene reduct point offensivebarbi easi eye act rang compet inspir praiseworthi perform lead actor margot robbi pitchperfect barbi ryan gosl shine counterpart often steal show situat comedi slapstick mostli land bon mot funni yet hardli plausibl spoken charactersif better written joyrid pink convert leav blond hair mouth
Could Have Been Great. 2nd Half Brings It Down.,"The quality, the humor, and the writing of the movie is fun for a while. It's quirky and it's unique. When they get into the weeds and try to explore deeper themes, the movie is a miss. The middle expositional phase of the movie, I must say, is a bore.The movie was so close to being great, but it was incapable of delivering a message without having a character literally give a speech worth of dialogue.What could have been a great satire and what began as a cleverly funny movie turned into a preachy and moralizing movie in the end. But I guess the charm of the first half of the movie made up for the shortcomings.",6,The quality the humor and the writing of the movie is fun for a while Its quirky and its unique When they get into the weeds and try to explore deeper themes the movie is a miss The middle expositional phase of the movie I must say is a boreThe movie was so close to being great but it was incapable of delivering a message without having a character literally give a speech worth of dialogueWhat could have been a great satire and what began as a cleverly funny movie turned into a preachy and moralizing movie in the end But I guess the charm of the first half of the movie made up for the shortcomings,The quality the humor and the writing of the movie is fun for a while Its quirky and its unique When they get into the weeds and try to explore deeper themes the movie is a miss The middle expositional phase of the movie I must say is a boreThe movie was so close to being great but it was incapable of delivering a message without having a character literally give a speech worth of dialogueWhat could have been a great satire and what began as a cleverly funny movie turned into a preachy and moralizing movie in the end But I guess the charm of the first half of the movie made up for the shortcomings,the quality the humor and the writing of the movie is fun for a while its quirky and its unique when they get into the weeds and try to explore deeper themes the movie is a miss the middle expositional phase of the movie i must say is a borethe movie was so close to being great but it was incapable of delivering a message without having a character literally give a speech worth of dialoguewhat could have been a great satire and what began as a cleverly funny movie turned into a preachy and moralizing movie in the end but i guess the charm of the first half of the movie made up for the shortcomings,quality humor writing movie fun quirky unique get weeds try explore deeper themes movie miss middle expositional phase movie must say borethe movie close great incapable delivering message without character literally give speech worth dialoguewhat could great satire began cleverly funny movie turned preachy moralizing movie end guess charm first half movie made shortcomings,qualiti humor write movi fun quirki uniqu get weed tri explor deeper theme movi miss middl exposit phase movi must say boreth movi close great incap deliv messag without charact liter give speech worth dialoguewhat could great satir began cleverli funni movi turn preachi moral movi end guess charm first half movi made shortcom,qualiti humor write movi fun quirki uniqu get weed tri explor deeper theme movi miss middl exposit phase movi must say boreth movi close great incap deliv messag without charact liter give speech worth dialoguewhat could great satir began cleverli funni movi turn preachi moral movi end guess charm first half movi made shortcom,qualiti humor write movi fun quirki uniqu get weed tri explor deeper theme movi miss middl exposit phase movi must say boreth movi close great incap deliv messag without charact liter give speech worth dialoguewhat could great satir began cleverli funni movi turn preachi moral movi end guess charm first half movi made shortcom
"As a guy I felt some discomfort, and that's ok.","As much as it pains me to give a movie called ""Barbie"" a 10 out of 10, I have to do so. It is so brilliantly handled and finely crafted, I have to give the filmakers credit. Yes, I am somewhat conservative person and former law enforcement officer. I'm a guy. I like guy things. Hell I even enjoyed the Battleship movie a few years ago (an absolutely ridiculous but fun romp of an action film). But I also like to experience other perspectives. And man oh man does this movie deliver that in spades - pretty much encapsulated everything my wife has tried to convey about her entire career and life experience wrapped up into two hours! The humor, the sets, the acting, and the ability to weave the current narrative into the story was just perfect. I don't agree with some of the points of the movie, but again, that's ok. This movie wasn't designed to give a balanced perspective of men versus women; it is a no-holds-barred unapologetic crazy ride of a rant about the real issues that women have faced since they were ""allowed"" to have ""real jobs"" and do the same things as men. Give me a well done film that is a blast to watch, that makes you think, and that was done from a place of creativity, passion, and attention to detail, and I'll call it what it is: a 10 out of 10 masterpiece.",10,As much as it pains me to give a movie called Barbie a 10 out of 10 I have to do so It is so brilliantly handled and finely crafted I have to give the filmakers credit Yes I am somewhat conservative person and former law enforcement officer Im a guy I like guy things Hell I even enjoyed the Battleship movie a few years ago an absolutely ridiculous but fun romp of an action film But I also like to experience other perspectives And man oh man does this movie deliver that in spades  pretty much encapsulated everything my wife has tried to convey about her entire career and life experience wrapped up into two hours The humor the sets the acting and the ability to weave the current narrative into the story was just perfect I dont agree with some of the points of the movie but again thats ok This movie wasnt designed to give a balanced perspective of men versus women it is a noholdsbarred unapologetic crazy ride of a rant about the real issues that women have faced since they were allowed to have real jobs and do the same things as men Give me a well done film that is a blast to watch that makes you think and that was done from a place of creativity passion and attention to detail and Ill call it what it is a 10 out of 10 masterpiece,As much as it pains me to give a movie called Barbie a  out of  I have to do so It is so brilliantly handled and finely crafted I have to give the filmakers credit Yes I am somewhat conservative person and former law enforcement officer Im a guy I like guy things Hell I even enjoyed the Battleship movie a few years ago an absolutely ridiculous but fun romp of an action film But I also like to experience other perspectives And man oh man does this movie deliver that in spades  pretty much encapsulated everything my wife has tried to convey about her entire career and life experience wrapped up into two hours The humor the sets the acting and the ability to weave the current narrative into the story was just perfect I dont agree with some of the points of the movie but again thats ok This movie wasnt designed to give a balanced perspective of men versus women it is a noholdsbarred unapologetic crazy ride of a rant about the real issues that women have faced since they were allowed to have real jobs and do the same things as men Give me a well done film that is a blast to watch that makes you think and that was done from a place of creativity passion and attention to detail and Ill call it what it is a  out of  masterpiece,as much as it pains me to give a movie called barbie a  out of  i have to do so it is so brilliantly handled and finely crafted i have to give the filmakers credit yes i am somewhat conservative person and former law enforcement officer im a guy i like guy things hell i even enjoyed the battleship movie a few years ago an absolutely ridiculous but fun romp of an action film but i also like to experience other perspectives and man oh man does this movie deliver that in spades  pretty much encapsulated everything my wife has tried to convey about her entire career and life experience wrapped up into two hours the humor the sets the acting and the ability to weave the current narrative into the story was just perfect i dont agree with some of the points of the movie but again thats ok this movie wasnt designed to give a balanced perspective of men versus women it is a noholdsbarred unapologetic crazy ride of a rant about the real issues that women have faced since they were allowed to have real jobs and do the same things as men give me a well done film that is a blast to watch that makes you think and that was done from a place of creativity passion and attention to detail and ill call it what it is a  out of  masterpiece,much pains give movie called barbie brilliantly handled finely crafted give filmakers credit yes somewhat conservative person former law enforcement officer im guy like guy things hell even enjoyed battleship movie years ago absolutely ridiculous fun romp action film also like experience perspectives man oh man movie deliver spades pretty much encapsulated everything wife tried convey entire career life experience wrapped two hours humor sets acting ability weave current narrative story perfect dont agree points movie thats ok movie wasnt designed give balanced perspective men versus women noholdsbarred unapologetic crazy ride rant real issues women faced since allowed real jobs things men give well done film blast watch makes think done place creativity passion attention detail ill call masterpiece,much pain give movi call barbi brilliantli handl fine craft give filmak credit ye somewhat conserv person former law enforc offic im guy like guy thing hell even enjoy battleship movi year ago absolut ridicul fun romp action film also like experi perspect man oh man movi deliv spade pretti much encapsul everyth wife tri convey entir career life experi wrap two hour humor set act abil weav current narr stori perfect dont agre point movi that ok movi wasnt design give balanc perspect men versu women noholdsbar unapologet crazi ride rant real issu women face sinc allow real job thing men give well done film blast watch make think done place creativ passion attent detail ill call masterpiec,much pain give movi call barbi brilliantli handl fine craft give filmak credit ye somewhat conserv person former law enforc offic im guy like guy thing hell even enjoy battleship movi year ago absolut ridicul fun romp action film also like experi perspect man oh man movi deliv spade pretti much encapsul everyth wife tri convey entir career life experi wrap two hour humor set act abil weav current narr stori perfect dont agre point movi that ok movi wasnt design give balanc perspect men versu woman noholdsbar unapologet crazi ride rant real issu woman face sinc allow real job thing men give well done film blast watch make think done place creativ passion attent detail ill call masterpiec,much pain give movi call barbi brilliantli handl fine craft give filmak credit ye somewhat conserv person former law enforc offic im guy like guy thing hell even enjoy battleship movi year ago absolut ridicul fun romp action film also like experi perspect man oh man movi deliv spade pretti much encapsul everyth wife tri convey entir career life experi wrap two hour humor set act abil weav current narr stori perfect dont agre point movi that ok movi wasnt design give balanc perspect men versu woman noholdsbar unapologet crazi ride rant real issu woman face sinc allow real job thing men give well done film blast watch make think done place creativ passion attent detail ill call masterpiec
